ngram_range;min_df;norm;sublinear_tf;penalty;C;intercept_scaling;class_weight;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;mean_fit_time;rank_test_score
(1, 3);5;l2;False;l1;0.1;10.0;balanced;0.6670574872092314;0.6675577670649684;0.6722242507463931;0.6725359598289236;0.6669172936702764;0.6692585517039585;0.3282660961151123;97
(1, 2);3;l2;True;l2;1.0;1.0;balanced;0.6928066616382326;0.7103267002651251;0.6939798956223383;0.6982748295828727;0.7128128751766674;0.7016401924570472;0.3719003200531006;51
(1, 2);5;l1;False;l1;1.0;1.0;balanced;0.7130501335592213;0.7176632525726486;0.7112343559052698;0.7233109523873689;0.7153900011156005;0.7161297391080218;0.5674232959747314;20
(1, 3);1;l1;True;l1;0.1;0.1;balanced;0.31735697970910587;0.31546611849742295;0.3189357511452946;0.32728848066034383;0.32368631248217256;0.32054672849886795;0.5729397296905517;197
(1, 3);3;l2;True;l2;1.0;0.1;balanced;0.6947652060427706;0.7166787057909523;0.7020552725326149;0.7014603598219741;0.7132997326539602;0.7056518553684544;0.4582651615142822;44
(1, 2);5;l1;True;l1;0.1;10.0;balanced;0.5098597541046446;0.4996832827732429;0.5087952208127018;0.5162732060451175;0.5103668949068509;0.5089956717285116;0.1743785858154297;170
(1, 3);1;l2;False;l2;1.0;1.0;None;0.7083923147876495;0.7101693452461113;0.7005973673830868;0.7034960019985824;0.7082932293004309;0.7061896517431723;1.0458119869232179;41
(1, 1);3;l1;True;l2;0.1;10.0;None;0.4955041987923675;0.48850196347888364;0.49660078617770337;0.5120261741076172;0.5000524997082632;0.498537124452967;0.13439030647277833;173
(1, 3);1;l2;True;l1;1.0;100.0;balanced;0.7269482847938433;0.7417733916645946;0.7188010452031484;0.7292714998628431;0.7230098544758209;0.7279608152000501;45.019140291213986;3
(1, 2);1;l1;True;l1;0.1;1.0;None;0.2967203144772011;0.27751904931722027;0.2929636861701721;0.2863249536344797;0.28270354465655984;0.2872463096511266;0.4754685878753662;199
(1, 2);3;l1;False;l1;1.0;1.0;None;0.7018504188118008;0.7098622360698825;0.6985248014363471;0.7109531216229712;0.6926654756010938;0.7027712107084191;0.6221364498138428;49
(1, 2);5;l2;True;l2;0.1;1.0;None;0.6884000464794761;0.6889952768044497;0.6925751138145851;0.69206854042124;0.6763402098464469;0.6876758374732396;0.44045424461364746;65
(1, 3);5;l2;True;l2;0.1;100.0;None;0.6932637340295822;0.6913655406087914;0.6944409861132669;0.6891411113672009;0.6877092580439219;0.6911841260325527;0.6017448902130127;59
(1, 3);1;l2;False;l1;1.0;1.0;balanced;0.7243358745469533;0.738438665732908;0.720463135645768;0.7302960285829015;0.7250797730927742;0.727722695520261;92.12550601959228;5
(1, 1);1;l2;True;l2;1.0;100.0;None;0.6435977862557919;0.6524785269420039;0.6457903108367153;0.6454761954025524;0.6447609470758657;0.6464207533025859;0.4074202060699463;135
(1, 1);5;l2;True;l1;0.1;100.0;None;0.6431575605822483;0.6417593481316847;0.6503762034097718;0.6597607996092627;0.6430983390793226;0.647630450162458;0.22544989585876465;129
(1, 3);5;l1;False;l2;0.1;1.0;None;0.4673104229519909;0.474037605283314;0.4803466845955845;0.48861986251824624;0.474114868545534;0.47688588877893395;0.4985572338104248;182
(1, 3);1;l1;False;l2;1.0;1.0;balanced;0.6737188900242894;0.6746477598948429;0.6767340655961805;0.6712206554640345;0.6671708549564208;0.6726984451871536;1.4459529399871827;86
(1, 2);3;l2;True;l1;0.1;0.1;balanced;0.6637827212536458;0.6604236606465811;0.6636241567615297;0.6643179309515591;0.6593346786375128;0.6622966296501657;0.385626220703125;113
(1, 2);1;l2;True;l1;1.0;100.0;balanced;0.7272866019163019;0.74222037742172;0.7196165083578102;0.7307011826149936;0.7219486495645108;0.7283546639750673;1.9709338188171386;1
(1, 2);5;l2;False;l2;0.1;1.0;None;0.6869194431713508;0.6875303610476752;0.6896276064173621;0.6881902215597473;0.6767457586597818;0.6858026781711833;0.43847179412841797;69
(1, 2);3;l2;True;l1;1.0;1.0;None;0.7099011025854667;0.7140430103706095;0.7096592798054158;0.722148539577785;0.7177874392994912;0.7147078743277536;2.089546489715576;26
(1, 2);3;l1;True;l2;1.0;100.0;None;0.654882952107912;0.668072637637263;0.65439122315179;0.6681727177812508;0.653138543102132;0.6597316147560696;0.47178354263305666;117
(1, 2);3;l2;False;l2;1.0;0.1;None;0.6836141878566915;0.7038848026945086;0.6857193384198715;0.6993834769533591;0.6942337897446105;0.6933671191338082;0.5436376571655274;56
(1, 3);3;l1;False;l1;0.1;1.0;balanced;0.4888614745214005;0.46459793528297055;0.472601163141654;0.4835692946369549;0.46257360874013254;0.47444069526462246;0.44240899085998536;185
(1, 1);3;l1;True;l1;1.0;1.0;balanced;0.6707717385542112;0.6901932523879336;0.6770482360394158;0.6887901745549949;0.6848861492311973;0.6823379101535505;0.7462643146514892;75
(1, 3);3;l1;False;l2;0.1;100.0;None;0.4445221905925412;0.4443704126115373;0.4543446216351228;0.458885275241289;0.44793044597758924;0.4500105892116159;0.5593982219696045;191
(1, 2);5;l2;True;l2;0.1;100.0;balanced;0.7083303584909353;0.7166850295431783;0.7161034322281814;0.708291375831693;0.7080263144958897;0.7114873021179755;0.46478872299194335;31
(1, 3);1;l1;False;l2;0.1;1.0;balanced;0.5611365282494607;0.5653592146799185;0.5656315312670457;0.5677729384309826;0.5663183058531248;0.5652437036961064;1.162618064880371;161
(1, 3);3;l1;False;l1;1.0;10.0;balanced;0.7160403723575267;0.7264174746154236;0.7067812274061245;0.7237231495597398;0.7195190415911237;0.7184962531059877;1.0265585899353027;17
(1, 3);3;l2;False;l1;1.0;10.0;None;0.7147029770243217;0.7089552759616496;0.7154068297119822;0.723813502944199;0.7233726015545142;0.7172502374393334;2.4206713676452636;19
(1, 3);1;l1;True;l2;1.0;1.0;None;0.5821221053078879;0.5902091625675878;0.5933072759665676;0.6016549422207126;0.5869662455172061;0.5908519463159924;1.3250056266784669;153
(1, 1);3;l2;True;l1;1.0;0.1;None;0.6595498082094763;0.671944636971088;0.6667904431941911;0.6660577011835368;0.6736576227114371;0.6676000424539458;1.4148382186889648;105
(1, 3);1;l1;True;l2;1.0;0.1;balanced;0.6770748090492865;0.6793440612899996;0.6793558185419477;0.6766556723652216;0.6675548452408552;0.6759970412974621;1.2464040279388429;84
(1, 2);3;l2;True;l2;0.1;100.0;balanced;0.7070801608089317;0.7170495444215288;0.7214224860441109;0.7163250010843795;0.7043610248756027;0.7132476434469106;0.4848917007446289;29
(1, 2);1;l1;True;l2;0.1;10.0;None;0.39677672317402973;0.393340067103956;0.39409473152245683;0.4035122959780915;0.40098651084300824;0.3977420657243084;0.6342694759368896;193
(1, 2);5;l1;True;l2;0.1;10.0;None;0.47329196845787147;0.4814924912436459;0.48514847359650365;0.4941579800830442;0.4873375979579266;0.4842857022677983;0.3769660949707031;177
(1, 3);5;l2;True;l1;0.1;10.0;None;0.6674847740261234;0.6669663091755271;0.6746590988709207;0.6855131329250554;0.66084488225033;0.6710936394495912;0.5095095157623291;90
(1, 1);3;l1;False;l1;1.0;0.1;balanced;0.670818241828294;0.6897071229897888;0.6773010574874323;0.6875872284912858;0.6831497090134216;0.6817126719620445;0.6900685787200928;78
(1, 2);1;l2;True;l2;1.0;100.0;None;0.710531696234199;0.7132114896140216;0.6980789246948385;0.7104980748871399;0.6990490086850749;0.7062738388230547;1.0982895374298096;40
(1, 3);3;l2;True;l1;1.0;0.1;balanced;0.7245579483818545;0.73386448750573;0.71802720635561;0.7294245349732568;0.7254024782943992;0.72625533110217;2.299227571487427;10
(1, 2);3;l1;False;l2;0.1;100.0;balanced;0.6277010490873021;0.6188342969508175;0.6257357534680684;0.6183411621532189;0.6097059174026958;0.6200636358124205;0.43227672576904297;149
(1, 2);1;l2;True;l1;0.1;1.0;None;0.6328221002563347;0.6254771527072075;0.6414992576998084;0.6509078321914892;0.635658812745551;0.6372730311200782;0.5537652015686035;142
(1, 3);1;l1;True;l2;0.1;100.0;balanced;0.5498651287642463;0.5616390744998389;0.5566084863754623;0.5547111682278694;0.5511330537867246;0.5547913823308284;1.2365674018859862;164
(1, 2);5;l2;True;l2;0.1;10.0;None;0.6879403929692567;0.6889952768044497;0.6925812831976629;0.6915753393339741;0.6763402098464469;0.6874865004303581;0.44403553009033203;66
(1, 1);1;l2;False;l1;0.1;10.0;balanced;0.6436149590887535;0.6461115245721795;0.6527001407619232;0.6481530973780292;0.6436420822608634;0.6468443608123498;0.28197579383850097;132
(1, 3);3;l2;True;l2;1.0;10.0;balanced;0.695163797030705;0.7198194389705773;0.7020892777305877;0.7019841128195603;0.7133926299012471;0.7064898512905355;0.7382794857025147;39
(1, 3);3;l1;True;l1;1.0;100.0;balanced;0.7159390378387545;0.7267290209100958;0.7104535977798717;0.7252502775800573;0.7160593705680153;0.7188862609353589;0.8623753070831299;16
(1, 1);1;l1;False;l2;1.0;10.0;None;0.6221817069783997;0.6378393817458605;0.6258683295434939;0.6363978450073158;0.6239387416714114;0.6292452009892961;0.35310702323913573;146
